"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2021 (provisional)"	"2021"	12	3735010	Unreliable
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2020"	"2020"	14	3735010	Unreliable
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2021 (provisional)"	"2021"	11	3735010	Unreliable
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2018"	"2018"	64	3848208	16.631117653
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2019"	"2019"	40	3783052	10.573473481
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2020"	"2020"	46	3735010	12.315897414
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2021 (provisional)"	"2021"	55	3735010	14.725529517
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	405	3848208	105.243791396
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2019"	"2019"	387	3783052	102.298355931
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2020"	"2020"	363	3735010	97.188494810
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2021 (provisional)"	"2021"	381	3735010	102.007759015
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2018"	"2018"	288	3848208	74.840029437
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2019"	"2019"	268	3783052	70.842272324
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2020"	"2020"	242	3735010	64.792329873
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2021 (provisional)"	"2021"	266	3735010	71.218015481
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	10	3848208	Unreliable
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2019"	"2019"	11	3783052	Unreliable
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2020"	"2020"	11	3735010	Unreliable
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2021 (provisional)"	"2021"	15	3735010	Unreliable
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	277	3848208	71.981556091
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	253	3783052	66.877219769
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2020"	"2020"	231	3735010	61.847223970
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2021 (provisional)"	"2021"	249	3735010	66.666488175
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	19	3848208	Unreliable
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020"	"2020"	11	3735010	Unreliable
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2021 (provisional)"	"2021"	12	3735010	Unreliable
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	19	3848208	Unreliable
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2019"	"2019"	15	3783052	Unreliable
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2020"	"2020"	10	3735010	Unreliable
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2021 (provisional)"	"2021"	16	3735010	Unreliable
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	237	3848208	61.587107558
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2019"	"2019"	230	3783052	60.797472517
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2020"	"2020"	210	3735010	56.224749064
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2021 (provisional)"	"2021"	221	3735010	59.169854967
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	98	3848208	25.466398906
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2019"	"2019"	102	3783052	26.962357377
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2020"	"2020"	104	3735010	27.844637631
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2021 (provisional)"	"2021"	98	3735010	26.238216230
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	10	3848208	Unreliable
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2019"	"2019"	14	3783052	Unreliable
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2020"	"2020"	12	3735010	Unreliable
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2021 (provisional)"	"2021"	13	3735010	Unreliable
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	10	3848208	Unreliable
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2019"	"2019"	13	3783052	Unreliable
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2020"	"2020"	12	3735010	Unreliable
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2021 (provisional)"	"2021"	13	3735010	Unreliable
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	23	3848208	5.976807906
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2019"	"2019"	19	3783052	Unreliable
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2020"	"2020"	23	3735010	6.157948707
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2021 (provisional)"	"2021"	23	3735010	6.157948707
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	176	3848208	45.735573545
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2019"	"2019"	156	3783052	41.236546577
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2020"	"2020"	125	3735010	33.467112538
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2021 (provisional)"	"2021"	126	3735010	33.734849438
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	19	3848208	Unreliable
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2019"	"2019"	25	3783052	6.608420926
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2020"	"2020"	14	3735010	Unreliable
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	157	3848208	40.798210492
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2019"	"2019"	131	3783052	34.628125651
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2020"	"2020"	111	3735010	29.718795934
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2021 (provisional)"	"2021"	121	3735010	32.396164937
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	38	3848208	9.874726106
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2019"	"2019"	44	3783052	11.630820829
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2020"	"2020"	12	3735010	Unreliable
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2021 (provisional)"	"2021"	27	3735010	7.228896308
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	34	3848208	8.835281253
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	42	3783052	11.102147155
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020"	"2020"	12	3735010	Unreliable
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2021 (provisional)"	"2021"	27	3735010	7.228896308
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	15	3848208	Unreliable
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	12	3783052	Unreliable
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2021 (provisional)"	"2021"	13	3735010	Unreliable
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	10	3848208	Unreliable
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	10	3783052	Unreliable
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	178	3848208	46.255295971
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	207	3783052	54.717725265
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020"	"2020"	156	3735010	41.766956447
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2021 (provisional)"	"2021"	173	3735010	46.318483752
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	13	3848208	Unreliable
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	11	3783052	Unreliable
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2020"	"2020"	13	3735010	Unreliable
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2021 (provisional)"	"2021"	15	3735010	Unreliable
	"< 1 year"	"1"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	Suppressed	3848208	Suppressed
	"< 1 year"	"1"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	Suppressed	3783052	Suppressed
	"< 1 year"	"1"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020"	"2020"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2021 (provisional)"	"2021"	Suppressed	3735010	Suppressed
	"< 1 year"	"1"	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	Suppressed	3848208	Suppressed
