"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Malnutrition (E40-E46)"	"GR113-048"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2018"	"2018"	28	1901862	14.722414139
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2019"	"2019"	19	1881774	Unreliable
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2020"	"2020"	19	1806934	Unreliable
	"< 1 year"	"1"	"#Meningitis (G00,G03)"	"GR113-050"	"2021 (provisional)"	"2021"	13	1806934	Unreliable
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	169	1901862	88.860285341
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2019"	"2019"	170	1881774	90.340285284
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2020"	"2020"	160	1806934	88.547783151
	"< 1 year"	"1"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2021 (provisional)"	"2021"	160	1806934	88.547783151
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2018"	"2018"	121	1901862	63.621861102
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2019"	"2019"	118	1881774	62.706786256
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2020"	"2020"	111	1806934	61.430024561
	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"2021 (provisional)"	"2021"	117	1806934	64.750566429
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Hypertensive heart disease (I11)"	"GR113-056"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	113	1901862	59.415457063
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	108	1881774	57.392651828
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2020"	"2020"	108	1806934	59.769753627
	"< 1 year"	"1"	"Other heart diseases (I26-I51)"	"GR113-064"	"2021 (provisional)"	"2021"	108	1806934	59.769753627
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Heart failure (I50)"	"GR113-067"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2018"	"2018"	102	1901862	53.631651508
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2019"	"2019"	98	1881774	52.078517399
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2020"	"2020"	98	1806934	54.235517180
	"< 1 year"	"1"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	"2021 (provisional)"	"2021"	96	1806934	53.128669890
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2018"	"2018"	41	1901862	21.557820704
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2019"	"2019"	46	1881774	24.445018371
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2020"	"2020"	42	1806934	23.243793077
	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	"2021 (provisional)"	"2021"	35	1806934	19.369827564
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Atherosclerosis (I70)"	"GR113-071"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2018"	"2018"	16	1901862	Unreliable
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2020"	"2020"	17	1806934	Unreliable
	"< 1 year"	"1"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2018"	"2018"	69	1901862	36.280234843
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2019"	"2019"	53	1881774	28.164912471
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2020"	"2020"	56	1806934	30.991724103
	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	"2021 (provisional)"	"2021"	39	1806934	21.583522143
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Influenza (J09-J11)"	"GR113-077"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2018"	"2018"	61	1901862	32.073830804
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2019"	"2019"	48	1881774	25.507845257
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2020"	"2020"	49	1806934	27.117758590
	"< 1 year"	"1"	"Pneumonia (J12-J18)"	"GR113-078"	"2021 (provisional)"	"2021"	37	1806934	20.476674854
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2018"	"2018"	10	1901862	Unreliable
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	"2021 (provisional)"	"2021"	10	1806934	Unreliable
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	"2021 (provisional)"	"2021"	10	1806934	Unreliable
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Emphysema (J43)"	"GR113-084"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Asthma (J45-J46)"	"GR113-085"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	69	1901862	36.280234843
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	75	1881774	39.856008213
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020"	"2020"	69	1806934	38.186231484
	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2021 (provisional)"	"2021"	68	1806934	37.632807839
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Diseases of appendix (K35-K38)"	"GR113-091"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Hernia (K40-K46)"	"GR113-092"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	Suppressed	1901862	Suppressed
